,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
36574,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-15,-5.0,-9.0,-12.0,-11.0,,
36575,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-16,-1.0,-21.0,-23.0,-13.0,,
36576,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-17,-3.0,-2.0,4.0,-1.0,-4.0,
36577,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-18,-2.0,-2.0,-1.0,-2.0,-2.0,
36578,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-19,-7.0,-4.0,5.0,0.0,-4.0,
36579,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-20,-7.0,-7.0,-11.0,-3.0,-3.0,
36580,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-21,-3.0,-2.0,5.0,-3.0,-4.0,
36581,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-22,4.0,5.0,11.0,-3.0,,
36582,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-23,8.0,1.0,-4.0,-13.0,,
36583,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-24,-7.0,-12.0,-13.0,-1.0,2.0,
36584,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-25,-1.0,1.0,-5.0,-1.0,3.0,
36585,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-26,0.0,-3.0,1.0,-3.0,6.0,
36586,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-27,0.0,-4.0,-9.0,-1.0,4.0,
36587,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-28,-2.0,-6.0,-12.0,0.0,0.0,
36588,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-29,11.0,3.0,0.0,-4.0,,
36589,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-01,22.0,14.0,9.0,10.0,,
36590,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-02,-2.0,0.0,-25.0,-4.0,4.0,
36591,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-03,-5.0,-1.0,-11.0,-7.0,3.0,
36592,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-04,-6.0,-5.0,-7.0,-5.0,4.0,
36593,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-05,-14.0,-17.0,-25.0,-2.0,1.0,
36594,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-06,-4.0,2.0,5.0,-5.0,3.0,
36595,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-07,2.0,4.0,12.0,-8.0,,
36596,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-08,2.0,-4.0,-4.0,-17.0,,
36597,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-09,-10.0,-5.0,-8.0,-8.0,-6.0,
36598,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-10,-14.0,-5.0,-17.0,-10.0,-2.0,
36599,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-11,-17.0,-8.0,-10.0,-15.0,-5.0,
36600,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-12,-22.0,-11.0,-23.0,-20.0,-15.0,
36601,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-13,-29.0,-15.0,-30.0,-27.0,-23.0,
36602,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-14,-26.0,-15.0,-27.0,-28.0,,
36603,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-15,-32.0,-24.0,-35.0,-38.0,,
36604,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-16,-40.0,-20.0,-42.0,-40.0,-38.0,
36605,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-17,-62.0,-40.0,-60.0,-56.0,-54.0,
36606,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-18,-73.0,-46.0,-65.0,-66.0,-62.0,
36607,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-19,-78.0,-47.0,-74.0,-70.0,-63.0,
36608,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-20,-82.0,-54.0,-77.0,-73.0,-64.0,
36609,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-21,-86.0,-53.0,-86.0,-78.0,,
36610,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-22,-85.0,-67.0,-86.0,-81.0,,
36611,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-23,-87.0,-70.0,-82.0,-79.0,-76.0,
36612,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-24,-94.0,-79.0,-88.0,-87.0,-80.0,
36613,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-25,-95.0,-82.0,-88.0,-90.0,-85.0,
36614,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-26,-96.0,-83.0,-91.0,-92.0,-85.0,
36615,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-27,-96.0,-83.0,-91.0,-92.0,-84.0,
36616,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-28,-95.0,-74.0,-93.0,-92.0,,
36617,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-29,-95.0,-80.0,-93.0,-91.0,,
36618,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-30,-95.0,-84.0,-90.0,-93.0,-82.0,
36619,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-31,-96.0,-84.0,-92.0,-93.0,-85.0,
36620,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-01,-96.0,-85.0,-92.0,-93.0,-85.0,
36621,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-02,-97.0,-85.0,-93.0,-93.0,-86.0,
36622,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-03,-97.0,-84.0,-92.0,-93.0,-83.0,
36623,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-04,-95.0,-74.0,-91.0,-92.0,,
36624,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-05,-93.0,-75.0,-87.0,-90.0,,
36625,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-06,-96.0,-85.0,-92.0,-93.0,-80.0,
36626,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-07,-97.0,-84.0,-90.0,-93.0,-87.0,
36627,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-08,-97.0,-84.0,-90.0,-93.0,-87.0,
36628,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-09,-97.0,-82.0,-90.0,-93.0,-84.0,
36629,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-10,-98.0,-88.0,-93.0,-96.0,-89.0,
36630,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-11,-95.0,-72.0,-89.0,-92.0,,
36631,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-12,-97.0,-82.0,-88.0,-91.0,,
36632,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-13,-99.0,-91.0,-96.0,-97.0,,
36633,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-14,-97.0,-83.0,-91.0,-93.0,-83.0,
36634,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-15,-97.0,-83.0,-91.0,-93.0,-84.0,
36635,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-16,-97.0,-84.0,-93.0,-93.0,-82.0,
36636,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-17,-97.0,-83.0,-93.0,-93.0,-82.0,
36637,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-18,-96.0,-74.0,-93.0,-92.0,,
36638,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-19,-95.0,-72.0,-87.0,-90.0,,
36639,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-20,-96.0,-84.0,-91.0,-92.0,-81.0,
36640,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-21,-97.0,-84.0,-90.0,-93.0,-83.0,
36641,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-22,-97.0,-83.0,-90.0,-93.0,-84.0,
36642,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-23,-97.0,-84.0,-91.0,-93.0,-84.0,
36643,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-24,-97.0,-82.0,-90.0,-92.0,-80.0,
36644,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-25,-95.0,-71.0,-88.0,-90.0,,
36645,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-26,-95.0,-72.0,-82.0,-88.0,,
36646,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-27,-96.0,-83.0,-91.0,-92.0,-80.0,
36647,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-28,-97.0,-87.0,-93.0,-92.0,-84.0,
36648,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-29,-97.0,-83.0,-91.0,-92.0,-84.0,
36649,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-30,-98.0,-85.0,-92.0,-92.0,-84.0,
36650,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-01,-97.0,-82.0,-89.0,-91.0,-82.0,
36651,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-02,-95.0,-71.0,-84.0,-89.0,,
36652,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-03,-97.0,-75.0,-87.0,-89.0,,
36653,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-04,-97.0,-83.0,-88.0,-91.0,-80.0,
36654,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-05,-97.0,-84.0,-88.0,-91.0,-84.0,
36655,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-06,-97.0,-82.0,-87.0,-91.0,-81.0,
36656,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-07,-97.0,-82.0,-87.0,-91.0,-80.0,
36657,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-08,-98.0,-87.0,-84.0,-94.0,-83.0,
36658,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-09,-95.0,-71.0,-73.0,-88.0,,
36659,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-10,-97.0,-78.0,-85.0,-88.0,,
36660,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-11,-97.0,-84.0,-89.0,-90.0,-82.0,
36661,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-12,-97.0,-83.0,-87.0,-91.0,-81.0,
36662,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-13,-97.0,-83.0,-89.0,-91.0,-79.0,
36663,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-14,-97.0,-83.0,-87.0,-91.0,-82.0,
36664,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-15,-97.0,-80.0,-82.0,-90.0,-80.0,
36665,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-16,-95.0,-71.0,-76.0,-87.0,,
36666,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-17,-93.0,-71.0,-65.0,-84.0,,
36667,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-18,-96.0,-82.0,-83.0,-89.0,-79.0,
36668,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-19,-97.0,-80.0,-82.0,-89.0,-82.0,
36669,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-20,-97.0,-81.0,-78.0,-89.0,-77.0,
36670,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-21,-97.0,-80.0,-82.0,-89.0,-80.0,
36671,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-22,-97.0,-79.0,-81.0,-88.0,-77.0,
36672,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-23,-95.0,-70.0,-78.0,-82.0,,
36673,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-24,-94.0,-71.0,-66.0,-79.0,,
36674,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-25,-97.0,-86.0,-72.0,-91.0,-85.0,
36675,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-26,-96.0,-80.0,-80.0,-88.0,-80.0,
36676,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-27,-96.0,-81.0,-79.0,-88.0,-77.0,
36677,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-28,-96.0,-79.0,-81.0,-88.0,-78.0,
36678,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-29,-96.0,-77.0,-77.0,-87.0,-76.0,
36679,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-30,-94.0,-66.0,-63.0,-81.0,,
36680,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-31,-92.0,-70.0,-60.0,-80.0,,
36681,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-01,-95.0,-80.0,-78.0,-87.0,-79.0,
36682,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-02,-96.0,-79.0,-78.0,-87.0,-78.0,
36683,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-03,-96.0,-81.0,-84.0,-87.0,-81.0,
36684,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-04,-97.0,-80.0,-85.0,-88.0,-76.0,
36685,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-05,-96.0,-78.0,-78.0,-86.0,-77.0,
36686,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-06,-95.0,-72.0,-82.0,-82.0,,
36687,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-07,-93.0,-70.0,-68.0,-80.0,,
36688,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-08,-95.0,-79.0,-78.0,-86.0,-75.0,
36689,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-09,-95.0,-78.0,-76.0,-86.0,-75.0,
36690,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-10,-96.0,-80.0,-83.0,-87.0,-77.0,
36691,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-11,-96.0,-79.0,-81.0,-87.0,-76.0,
36692,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-12,-96.0,-78.0,-80.0,-85.0,-72.0,
36693,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-13,-93.0,-61.0,-58.0,-74.0,,
36694,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-14,-92.0,-68.0,-56.0,-78.0,,
36695,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-15,-93.0,-76.0,-76.0,-84.0,-74.0,
36696,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-16,-94.0,-75.0,-76.0,-85.0,-75.0,
36697,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-17,-94.0,-77.0,-79.0,-85.0,-75.0,
36698,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-18,-95.0,-76.0,-82.0,-86.0,-77.0,
36699,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-19,-94.0,-71.0,-78.0,-83.0,-71.0,
36700,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-20,-90.0,-50.0,-63.0,-73.0,,
36701,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-21,-90.0,-57.0,-66.0,-76.0,,
36702,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-22,-93.0,-74.0,-70.0,-83.0,-76.0,
36703,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-23,-94.0,-74.0,-70.0,-84.0,-76.0,
36704,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-24,-94.0,-72.0,-70.0,-83.0,-73.0,
36705,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-25,-94.0,-73.0,-73.0,-82.0,-75.0,
36706,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-26,-94.0,-71.0,-72.0,-81.0,-74.0,
36707,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-27,-92.0,-57.0,-77.0,-76.0,,
36708,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-28,-90.0,-52.0,-64.0,-73.0,,
36709,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-29,-93.0,-74.0,-74.0,-82.0,-74.0,
36710,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-30,-93.0,-76.0,-78.0,-83.0,-74.0,
36711,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-01,-92.0,-75.0,-74.0,-82.0,-71.0,
36712,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-02,-93.0,-75.0,-78.0,-83.0,-74.0,
36713,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-03,-92.0,-71.0,-69.0,-80.0,-72.0,
36714,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-04,-85.0,-54.0,-69.0,-68.0,,
36715,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-05,-84.0,-52.0,-56.0,-66.0,,
36716,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-06,-89.0,-74.0,-70.0,-80.0,-72.0,
36717,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-07,-90.0,-75.0,-72.0,-81.0,-74.0,
36718,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-08,-91.0,-75.0,-75.0,-81.0,-71.0,
36719,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-09,-91.0,-74.0,-74.0,-80.0,-71.0,
36720,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-10,-90.0,-70.0,-66.0,-77.0,-69.0,
